Text,agg_Label,Cluster,Predicted Sentiment,Real Sentiment
discovered sharing g reader didnt even know sigh im g reader newb,0,Cluster 1,Negative,Neutral
chilled tonite spew venom write funny seems like styles,0,Cluster 1,Negative,Neutral
u please pray lord knows need,0,Cluster 1,Negative,Positive
aaaaaw want live usa,0,Cluster 1,Negative,Neutral
morning tweeple,0,Cluster 1,Negative,Neutral
hey didnt get,0,Cluster 1,Negative,Neutral
hours sleep rest need,0,Cluster 1,Negative,Neutral
makes day much better rough one mention love new photo,0,Cluster 1,Negative,Neutral
dont want sit home prom night someone hang,0,Cluster 1,Negative,Neutral
heading home foot surgery wishing boyfriend come cuddle,0,Cluster 1,Negative,Neutral
concert tonight chackin coming tomorrow,0,Cluster 1,Negative,Neutral
happened thought coming back today,0,Cluster 1,Negative,Neutral
lol dammit well next time,0,Cluster 1,Negative,Positive
lol dont ever forget,0,Cluster 1,Negative,Positive
still jealous,0,Cluster 1,Negative,Negative
httptwitpiccomqv forever ethan couldnt,0,Cluster 1,Negative,Neutral
im sad im giving firsti didnt nothing,0,Cluster 1,Negative,Positive
week mine easy finally,0,Cluster 1,Negative,Neutral
wow beautiful picture wayi straightjust wanted let know bella,0,Cluster 1,Negative,Positive
arch drawing checking mvccs cad degree looks good,0,Cluster 1,Negative,Neutral
people pencils sharp sharpened pencil philosophy,0,Cluster 1,Negative,Neutral
go home im usually mr positive one daze well mins tomorrow,0,Cluster 1,Negative,Neutral
always lee lets go paris,0,Cluster 1,Negative,Neutral
know want come keep company whilst mums friends night nice evening,0,Cluster 1,Negative,Neutral
cooking dad lots fun kitchen together,0,Cluster 1,Negative,Neutral
bouncing rush makes feel nauseous,0,Cluster 1,Negative,Neutral
woolsery morning hopefully see north molton u clinch north devon league title lovely day,0,Cluster 1,Negative,Neutral
playing singstar without fave duetter,0,Cluster 1,Negative,Positive
youre missing bb im cereal nut think like every kind available,0,Cluster 1,Negative,Positive
thats weird oh drawing,0,Cluster 1,Negative,Neutral
woke mums singing new gnr cd replacement bought im good daughter,0,Cluster 1,Negative,Neutral
birds oh man thats cool didnt sleep yet night,0,Cluster 1,Negative,Neutral
miles go thats ok u radio alwas helps,0,Cluster 1,Negative,Neutral
street fighter iv skills lacking cant beat seth easy,0,Cluster 1,Negative,Neutral
fil cool people like,0,Cluster 1,Negative,Positive
good morning work espns sunday night baseball hopefully wont get rained,0,Cluster 1,Negative,Neutral
think honeymoon good life either honey moon joseph arthur,0,Cluster 1,Negative,Neutral
son got stung bug first time little finger slightly swollen,0,Cluster 1,Negative,Neutral
hours ago came realised went buy something online,0,Cluster 1,Negative,Neutral
oh referring lil exchange lj regards twitter archive postings,0,Cluster 1,Negative,Neutral
bumping dj opus drunk car lmao dont act like u dont know,0,Cluster 1,Negative,Positive
kiss feet people kick anything want morning everyone hope best day ever,0,Cluster 1,Negative,Positive
heres brief preview httpbitlyehcfp omg james creepy role im scared,0,Cluster 1,Negative,Neutral
im missing crab legs attending going away instead,0,Cluster 1,Negative,Neutral
hicks mean,0,Cluster 1,Negative,Neutral
gettn ready take trip jersey dads good needs new heartwhoeva sees please say prayer dad,0,Cluster 1,Negative,Neutral
back soon need run shops cut grass,0,Cluster 1,Negative,Neutral
im plan transform bedroom today random,0,Cluster 1,Negative,Neutral
home tomorrow running spinning time chiropractor laundry shopping visiting family missing nathan,0,Cluster 1,Negative,Neutral
thats another sponsor,0,Cluster 1,Negative,Neutral
us going stuck office without windows,0,Cluster 1,Negative,Neutral
sad make proud,0,Cluster 1,Negative,Positive
sorry well try keep,0,Cluster 1,Negative,Positive
home alone hw,0,Cluster 1,Negative,Negative
according quarter families six live poverty,0,Cluster 1,Negative,Neutral
plan spend money going well,0,Cluster 1,Negative,Neutral
uploading bamboozle pictures facebook,0,Cluster 1,Negative,Neutral
congratulations guys finish month early booo,0,Cluster 1,Negative,Neutral
actually wish back tahoe miss,0,Cluster 1,Negative,Positive
bday june wack ihavent seen promotions bday party someone better finagle asap,0,Cluster 1,Negative,Neutral
would great vips acts id enjoy seeing noooo,0,Cluster 1,Negative,Positive
marie wish could make hate commute sometimes,0,Cluster 1,Negative,Positive
workin long day today hopefully make good tips,0,Cluster 1,Negative,Neutral
went quick wasnt chance lol,0,Cluster 1,Negative,Negative
hates headaches maybe im ready rock,0,Cluster 1,Negative,Positive
thanks support,0,Cluster 1,Negative,Positive
theres really android twitter app tweeties calibre,0,Cluster 1,Negative,Neutral
good day driving mountains visiting katie eating chips fudge stocking lovely smelling soaps,0,Cluster 1,Negative,Neutral
traumatizing moment childhood dogs massacred baby bunnies brother got bb gun,0,Cluster 1,Negative,Neutral
lol herewish way microsize everythinglol,0,Cluster 1,Negative,Neutral
organization itil forget people fail preaching converted people httptrimkwua,0,Cluster 1,Negative,Neutral
libertine um glad enjoyed,0,Cluster 1,Negative,Positive
dinner evening playing cards already packed ready head home tomorrow go home,0,Cluster 1,Negative,Neutral
im allergic cats tonsils get swollen hurt dooo,0,Cluster 1,Negative,Neutral
says feels mama tucking night hes lonely getting tomorrow tough,0,Cluster 1,Negative,Neutral
miss alot one day,0,Cluster 1,Negative,Neutral
sounds like great night im glad successful,0,Cluster 1,Negative,Positive
thanks sharing,0,Cluster 1,Negative,Positive
say mlia instead fml hope find soon,0,Cluster 1,Negative,Neutral
garden going well almost corn peas onions beets yet though,0,Cluster 1,Negative,Neutral
nah jkin hes hot bored,0,Cluster 1,Negative,Negative
ahhh im sqeaky clean fresh even though im wearing dirty clothes love two half men amazing,0,Cluster 1,Negative,Positive
yes read many times,0,Cluster 1,Negative,Neutral
cuz play grown twitter,0,Cluster 1,Negative,Neutral
living ignorance,0,Cluster 1,Negative,Negative
nope telling want cameo creams,0,Cluster 1,Negative,Neutral
quite like worthing relaxing place nice coffee shops fresh air many oiks,0,Cluster 1,Negative,Positive
terrible haha new fact couldnt cost part kind spock,0,Cluster 1,Negative,Positive
today lovely day fun evening,0,Cluster 1,Negative,Positive
betos pizzeria banksville rd believe beachview area sorry answer like years later,0,Cluster 1,Negative,Neutral
amazing,0,Cluster 1,Negative,Positive
barbs trying figure dsl aint connecting need google going home computer dont start working soon smh,0,Cluster 1,Negative,Neutral
im sick sad missing martini lounge tonight,0,Cluster 1,Negative,Negative
seems really quiet tonightam jealous clearly exciting life bed think,0,Cluster 1,Negative,Positive
really wishes spare cash buy new punch wii,0,Cluster 1,Negative,Neutral
aw going toronto anymore,0,Cluster 1,Negative,Neutral
sorry hear mom really sucks,0,Cluster 1,Negative,Negative
feel hope smooth flight safe mucho amor boston,0,Cluster 1,Negative,Positive
cant sleepso im watching hgtv im afraid infomercials take,0,Cluster 1,Negative,Neutral
sweet dreams,0,Cluster 1,Negative,Positive
hay wats ur aim chat,0,Cluster 1,Negative,Neutral
okay kool might touring summer long make happen,0,Cluster 1,Negative,Neutral
pain big toe got stomped hokey cokeu throbbing anyone suggestions heal,0,Cluster 1,Negative,Neutral
time watch op dead like sleep,0,Cluster 1,Negative,Positive
dinner grandma since couldnt mum,0,Cluster 1,Negative,Neutral
haha thanks history invention television influence america lol,0,Cluster 1,Negative,Positive
yea wassup,0,Cluster 1,Negative,Neutral
stupid jobs idk,0,Cluster 1,Negative,Negative
shopped til droppedcome bac sunshine miss u,0,Cluster 1,Negative,Positive
like pics lucky girl,0,Cluster 1,Negative,Positive
thank ive anxiety issues years think make first couple days fine,0,Cluster 1,Negative,Neutral
around hours left day weekend waaaay much work,0,Cluster 1,Negative,Neutral
feeling loved mom got nikon cool pix birthday,0,Cluster 1,Negative,Positive
attempts somehow extend inner classes would close closure cant find ref atm,0,Cluster 1,Negative,Neutral
yes join us require cupcake donation,0,Cluster 1,Negative,Positive
hard time talking new people pretty sure didnt make good impression,0,Cluster 1,Negative,Positive
rc haha yup still terrible headache super swollen puffy eyes dont think im going todayugh,0,Cluster 1,Negative,Neutral
cant access site,0,Cluster 1,Negative,Neutral
sun shinningat last,0,Cluster 1,Negative,Neutral
slowest train ever stops everywhere missed quick train minutes,0,Cluster 1,Negative,Neutral
nup cd either whole bunch zeros ones free,0,Cluster 1,Negative,Neutral
graduation day feel like failure,0,Cluster 1,Negative,Positive
ops lol wasnt supposed got twitter,0,Cluster 1,Negative,Neutral
dont think ive ever tierd lifeughgoodnightso sleeping tomorrow,0,Cluster 1,Negative,Neutral
u going today girl,0,Cluster 1,Negative,Neutral
doesnt want anymore,0,Cluster 1,Negative,Neutral
bad hair day,0,Cluster 1,Negative,Negative
headache,0,Cluster 1,Negative,Neutral
sorry guys didnt sign sorry every,0,Cluster 1,Negative,Neutral
okayokay like rest sane population world hate mondays,0,Cluster 1,Negative,Positive
mozarts requiem,0,Cluster 1,Negative,Neutral
think bit love creations wit physically attracted although great style,0,Cluster 1,Negative,Positive
amichael hey thanks another great day im going sleep ill chat tomorrow sweet dreams,0,Cluster 1,Negative,Positive
bet cool sr huh havent stopped sweating since noon dad packing,0,Cluster 1,Negative,Neutral
ohshnapsss pissed blair usual hahah yeeeah bake cookies,0,Cluster 1,Negative,Neutral
bueno hollykins needs feel better asap ps miss done uni soon arent soproudofyou,0,Cluster 1,Negative,Neutral
expression watching httptinyurlcomeqbwe,0,Cluster 1,Negative,Neutral
stupid bipolar weather ruined day,0,Cluster 1,Negative,Negative
didnt want tell think body odour,0,Cluster 1,Negative,Neutral
nice beta easports still news online madden,0,Cluster 1,Negative,Neutral
thats pretty bad quality probably worst pic u posted till date,0,Cluster 1,Negative,Positive
missed calls,0,Cluster 1,Negative,Negative
unfortunately us looks like funny people twitter move fb start ownflitter,0,Cluster 1,Negative,Neutral
came back karaoke eating dinner emily sooooo much fun,0,Cluster 1,Negative,Neutral
discrimination bad thing ive learned say children would say mastered years ago,0,Cluster 1,Negative,Neutral
sure talkthe fabulous part though sorry dear,0,Cluster 1,Negative,Positive
see sec clip new moon trailer etonlinecom check big tease though,0,Cluster 1,Negative,Neutral
got back working im feeling pretty good work,0,Cluster 1,Negative,Positive
ahhh satz blend didnt save,0,Cluster 1,Negative,Neutral
matter bet would great love right go,0,Cluster 1,Negative,Positive
dh finished making giant trio candy bar thank heavens work mates treat tomorrow,0,Cluster 1,Negative,Neutral
ear popping,0,Cluster 1,Negative,Neutral
working diffusing irritation traffic sure isnt helping mother f always real bad days th help plan stuff,0,Cluster 1,Negative,Positive
submitted resume day saw answer back oh well,0,Cluster 1,Negative,Neutral
catching weeks lost greys house quiet,0,Cluster 1,Negative,Neutral
love ryans housewife makes smile,0,Cluster 1,Negative,Positive
soooim kinda sick n tired bs guys dish,0,Cluster 1,Negative,Negative
boo hoping fake alien story tinfoil covered beachball photo,0,Cluster 1,Negative,Neutral
hey phillll wazzuppppp,0,Cluster 1,Negative,Neutral
missed westcott micro apollo,0,Cluster 1,Negative,Neutral
great buy lunch get pay cut next month,0,Cluster 1,Negative,Positive
finally gone beach yeaaaah,0,Cluster 1,Negative,Neutral
ranjan ever mention nice awesome dude,0,Cluster 1,Negative,Positive
last weekday nothing school starts next week,0,Cluster 1,Negative,Neutral
hello gorgeous girl nice new pic today,0,Cluster 1,Negative,Positive
ok duet hysterical lol,0,Cluster 1,Negative,Positive
ok turn twitter device updates get new battery phone goes fully charged dead hours,0,Cluster 1,Negative,Neutral
michelle hot mama chichis grande,0,Cluster 1,Negative,Neutral
either way always tend make followfriday list sweetie rock much,0,Cluster 1,Negative,Neutral
one know likes boiled peanuts,0,Cluster 1,Negative,Neutral
watched th episode numbrs loved throwback first episode using sprinkler theory,0,Cluster 1,Negative,Neutral
im sleepy feeling weather ugh tonsils need company somebody talk,0,Cluster 1,Negative,Neutral
please get cell phone better camera pictures real bad quality compared miley took,0,Cluster 1,Negative,Neutral
ichigo tried carry aswell bless suppose maybe thats kids shouldnt,0,Cluster 1,Negative,Neutral
booziest weekend long time good fun though,0,Cluster 1,Negative,Positive
counting hours lost sunshine weekend,0,Cluster 1,Negative,Positive
planning trying call doctor though isnt going well mostly planning,0,Cluster 1,Negative,Neutral
hoooray im hooked already,0,Cluster 1,Negative,Neutral
ok good day,0,Cluster 1,Negative,Positive
agree everybody wouldve excited goes ohhhh nooooo ms screws,0,Cluster 1,Negative,Positive
edge left contributors list months issue x ffs werd,0,Cluster 1,Negative,Neutral
ooo growl yummy time coming soon huh oh yeah hunting combo tshirt think find one,0,Cluster 1,Negative,Neutral
im back zindex problemagain,0,Cluster 1,Negative,Neutral
anyone bored work,0,Cluster 1,Negative,Negative
hating life moment theres many nos delicate little mind take,0,Cluster 1,Negative,Neutral
wwwmyspacecomfashionisthenextcity check started new tees limited edition different ways check facebook group,0,Cluster 1,Negative,Neutral
husband girl,0,Cluster 1,Negative,Neutral
thinking vegas good ideas places see,0,Cluster 1,Negative,Neutral
first day summer sucks overcast cold isnt summer,0,Cluster 1,Negative,Neutral
hi one kiwi artist another kiwi artist,0,Cluster 1,Negative,Neutral
oooo ok havent accepted friends request,0,Cluster 1,Negative,Positive
sorry tweet bgt poor wonderful crazy weird greg fair silly little girl never going cope urgh fair,0,Cluster 1,Negative,Positive
michele thanks thatam following themlove good causes,0,Cluster 1,Negative,Positive
available area would,0,Cluster 1,Negative,Neutral
friday hours im freeuntil tomorrow oh well,0,Cluster 1,Negative,Neutral
meeting time im trying win something prizes friday,0,Cluster 1,Negative,Positive
waiting cramps,0,Cluster 1,Negative,Neutral
