text,cleaned_text,labels
Hell yeah Kellynn got a Twitter. Finally.,hell yeah kellynn got twitter finally,1
" I know   It was worth a shot, though!",know worth shot though,1
"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",opened facebook account im little confused dont really get twitter seems much better,1
Ship. I`m stuck.,ship im stuck,1
DUSTBIN BABY ON AT 11.30 Cannot wait  x,dustbin baby wait x,1
" Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",going dwell happened passed shame supportive life x,2
,,1
It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,looks like office tv get mlb network looks like mlbn televising detbal game today wieters,1
Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,home empty handed comics found today shall indulge cupcakes magnolia bakery,1
Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,laying bed til workkk oh life definitely pinched nerve,1
today is a busy day. exhausting!,today busy day exhausting,1
" I was going to go on Sunday, but now I`ve got too much going on that weekend",going go sunday ive got much going weekend,2
 Sorry to hear ur flight got cancelled  that blows!!!,sorry hear ur flight got cancelled blows,1
ohh my tooth is hurts ohh  im sad it very hurts,ohh tooth hurts ohh im sad hurts,1
"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",get distracted id like thank new followers taking trouble follow others feelin love,1
 u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,u think u bills haii finished paying mine thats im broke,1
 Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,sure didnt say big jst saw pics u ur last bday looked pretty miss,1
sore throat. Planning the TET outing to Marwell though...good times,sore throat planning tet outing marwell thoughgood times,1
mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutus,1
2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,days without sleep migraine thought life postr meant relaxing,1
 There!,,1
?sucks!?..,sucks,1
 whens the sway sway winner announced?,whens sway sway winner announced,1
 K will check it out...,k check,1
" doing pretty well, up and wide awake",pretty well wide awake,1
"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",want wake early get coffee tomorrow today going busyy day keep writing booo whoo,2
I Miss Daddy and Mommy,miss daddy mommy,1
"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",dog officially depressed brothers dogs gone doesnt want go outside play halfheartedly,1
I just realized that I can`t forward text msgs with my iPhone.,realized cant forward text msgs iphone,1
"My frist post... Off to find a new car for my parents, exciting!",frist post find new car parents exciting,1
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,argh noo missed killers wossy sucks missed brandon total failure anyone know repeated must investigate,1
seriously bored without anyone to talk to... but not tired enough for sleep,seriously bored without anyone talk tired enough sleep,1
 I am lost. Please help me find a good home.,lost please help find good home,1
"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",peter gordon morning go pieces wan na hide go pieces almost die ever httpblipfmyk,1
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,ok ive got bit bad back lifting drum hardware car downer,1
 LMAO... Smh!  that one threw me off.,lmao smh one threw,1
 oh nice going!,oh nice going,2
Is getting ready for work... Working all weekend,getting ready work working weekend,1
Gonna celebrate Mothers Day with the family but gonna start the partying tonite,gon na celebrate mothers day family gon na start partying tonite,1
 i agree with you!,agree,1
 I only do computers. Am hopeless at everything else,computers hopeless everything else,1
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",degrees gross skies thunderstormsperfect match mood lol,1
_2nd aww thanks!,nd aww thanks,1
 Sorry RB is on PS3 for me,sorry rb ps,1
I saw amazing heeels. But they were too big,saw amazing heeels big,1
I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,stuck finger throat bunch bumps tongue throat,1
dang last url went down  ? http://blip.fm/~7aigm,dang last url went httpblipfmaigm,1
" ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",ohoh missed ur tweets im gon na stay awake night see announcement time difference,1
 Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,damnit sucks one ones thought id drag back lol,1
 my boss. She`s moving to NYC,boss shes moving nyc,1
this is sooo crazy i have fever..,sooo crazy fever,1
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,spending saturday morning taking notes research essay stupid recalled book im using fair,1
I think i need some new friends,think need new friends,1
 Looking forward to your gig in Ireland!!!  See ya there!,looking forward gig ireland see ya,1
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,please review sunehre ad placement httptinyurlcomoowmk,1
aww  you loooove me,aww loooove,1
"is hungry, twitter.  i want food. </3",hungry twitter want food,1
awesome lucky you,awesome lucky,1
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",yea know tell everything ps send direct messages telling haha,1
" haha im jewish, i love that one",haha im jewish love one,1
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",great time beer garden wit boyos think sun got bit though feel bit ill,1
 l`m on 3 days too matt. No fun this weekend.,lm days matt fun weekend,1
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,u really dont think maybe ur rightlol btw phone u using think u told bi might app u,1
 I feel your pain. Mine is the same way,feel pain mine way,1
comes home in two days,comes home two days,1
 Sadly no. It didn`t come with one...,sadly didnt come one,1
Cant wait to see my boy tomorrow,cant wait see boy tomorrow,1
 ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,ehhh check dentist app next week though getting molar pulledroot canal,1
 aww I miss driving down elmwood,aww miss driving elmwood,1
Omg Wango Tango was **** AWSOME! I love my baby for taking me,omg wango tango awsome love baby taking,1
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",version live interactive transsiberian ticket planner launched httptinyurlcomcljwm cool,1
_30439 I really wish I could go!,really wish could go,1
" yeah real hard, but I know you`ll get by with it... smile",yeah real hard know youll get smile,1
 I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,im december thats good next big birthday flys sure,1
  This has made my night!!  Way too funny!!,made night way funny,1
Woo CAVS.  Happy Mother`s Day!,woo cavs happy mothers day,0
 I make that same face when I get home and your mom is watching soaps.,make face get home mom watching soaps,1
I have to go to work now.,go work,1
 I can`t believe you went and got boba without me.,cant believe went got boba without,1
"  And to you too, how are you today?",today,1
 Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,thanks warm welcome didnt make plans arrival time air,1
19 days and counting,days counting,1
 sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,sorry friends im swamped deadlines right family visiting boot charades,1
BRAINFREEZE,brainfreeze,1
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,discovered shortcoming gravity use twitpic integrated doesnt subtract pic url character limit,1
"My sunburn is peeling,",sunburn peeling,1
perky purple nail polish isn`t as perky when its chipped,perky purple nail polish isnt perky chipped,1
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",httptwitpiccomsx put camera smokers pit longer vandalize door without caught,1
Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,laying alone since mooks soo comfy fn play pen thought ill first dont one cuddle,1
I hate the dentist,hate dentist,1
" nothing aimed at you, just joining in...sorry",nothing aimed joining insorry,1
I`m taking a twitter break. Cell is dying,im taking twitter break cell dying,1
